2.000000 2.574091 0.900396
2.073892 2.605722 1.044542
2.147783 2.932637 1.198916
2.221675 2.934488 0.958681
2.295567 2.985394 1.107099
2.369458 3.201508 0.946603
2.443350 3.338596 0.930011
2.517241 3.452792 1.008964
2.591133 3.574251 0.911205
2.665025 3.655818 0.989547
2.738916 3.667521 0.887867
2.812808 3.823150 0.869862
2.886700 3.836004 0.930420
2.960591 4.050362 1.153193
3.034483 4.056238 1.046788
3.108374 4.231663 0.802032
3.182266 4.348669 0.784244
3.256158 4.416686 0.859058
3.330049 4.577176 1.180484
3.403941 4.625198 0.939681
3.477833 4.757851 0.713526
3.551724 4.893704 0.983065
3.625616 4.961457 1.062355
3.699507 5.059387 0.880986
3.773399 5.116658 0.994126
3.847291 5.205655 0.949864
3.921182 5.230862 1.166786
3.995074 5.404639 1.147681
4.068966 5.513364 0.989612
4.142857 5.594484 1.037718
4.216749 5.740691 0.964002
4.290640 5.766228 1.031341
4.364532 5.890230 1.194595
4.438424 5.963514 1.060226
4.512315 6.040576 1.024551
4.586207 6.095916 0.992290
4.660099 6.163283 1.108315
4.733990 6.262709 1.025453
4.807882 6.353618 0.895639
4.881773 6.404072 0.970227
4.955665 6.475846 1.026911
5.029557 6.473180 1.048691
5.103448 6.586944 1.114516
5.177340 6.671987 0.990417
5.251232 6.762641 0.954616
5.325123 6.843186 0.924358
5.399015 6.933966 0.955865
5.472906 6.985806 1.005382
5.546798 7.023207 1.091722
5.620690 7.154102 1.032141
5.694581 7.097135 1.066270
5.768473 7.215327 0.958577
5.842365 7.283857 1.058420
5.916256 7.360953 1.070849
5.990148 7.330916 1.065956
6.064039 7.450607 0.924883
6.137931 7.569858 0.987355
6.211823 7.555684 1.004767
6.285714 7.582218 0.891640
6.359606 7.704121 0.961987
6.433498 7.701157 0.911888
6.507389 7.735988 1.000509
6.581281 7.872773 0.945867
6.655172 7.864379 0.948660
6.729064 7.908650 1.044654
6.802956 8.019068 1.076329
6.876847 7.948935 1.073018
6.950739 8.031243 0.925239
7.024631 8.104458 0.811445
7.098522 8.066485 1.040622
7.172414 8.259835 1.049936
7.246305 8.264206 0.950550
7.320197 8.297267 0.929098
7.394089 8.308195 0.972632
7.467980 8.305679 1.197877
7.541872 8.442645 1.052692
7.615764 8.425650 1.073781
7.689655 8.513449 1.023149
7.763547 8.442177 1.055749
7.837438 8.462361 0.767933
7.911330 8.572767 0.994843
7.985222 8.608232 1.021482
8.059113 8.706194 1.088623
8.133005 8.655406 1.042700
8.206897 8.630720 0.979125
8.280788 8.783506 1.029710
8.354680 8.695325 1.072111
8.428571 8.835163 1.064119
8.502463 8.724886 1.051474
8.576355 8.715555 1.082937
8.650246 8.885593 0.936526
8.724138 8.863455 0.948203
8.798030 8.870244 0.854528
8.871921 8.981188 1.156041
8.945813 8.874589 1.072164
9.019704 8.894950 0.691503
9.093596 8.914806 0.962416
9.167488 8.924703 0.917190
9.241379 9.002944 1.013549
9.315271 8.909641 0.995900
9.389163 8.887279 1.064410
9.463054 8.922419 0.944015
9.536946 9.030650 0.812632
9.610837 9.035141 0.911828
9.684729 8.979002 0.790737
9.758621 9.093974 1.191779
9.832512 8.991986 0.970377
9.906404 9.123187 1.075939
9.980296 8.992229 1.086189
10.054187 8.989973 1.060049
10.128079 8.917589 0.904234
10.201970 8.937786 0.777164
10.275862 9.013831 0.932064
10.349754 8.944305 1.031128
10.423645 8.889751 0.983046
10.497537 9.005945 1.256551
10.571429 8.924460 1.028181
10.645320 8.962576 0.901804
10.719212 8.920236 1.004832
10.793103 8.932708 1.096366
10.866995 8.806810 0.943033
10.940887 8.881600 0.846446
11.014778 8.873141 1.137823
11.088670 8.869136 0.895560
11.162562 8.925688 1.008293
11.236453 8.777548 0.955994
11.310345 8.817920 1.020255
11.384236 8.767393 0.885573
11.458128 8.847733 0.978094
11.532020 8.752539 1.252374
11.605911 8.741940 1.025336
11.679803 8.704241 0.877292
11.753695 8.637163 0.958042
11.827586 8.701751 1.130230
11.901478 8.686007 1.249576
11.975369 8.614630 1.065193
12.049261 8.479725 1.079758
12.123153 8.525758 1.133500
12.197044 8.489089 1.000578
12.270936 8.492383 1.008110
12.344828 8.459036 1.102455
12.418719 8.536388 1.038399
12.492611 8.383707 0.800289
12.566502 8.326673 0.949374
12.640394 8.213827 0.996470
12.714286 8.300165 1.039326
12.788177 8.130543 0.795198
12.862069 8.159353 1.000819
12.935961 8.140028 1.037540
13.009852 8.109358 1.017057
13.083744 8.031301 0.934078
13.157635 8.028224 0.972229
13.231527 8.006418 1.069217
13.305419 7.901289 1.064042
13.379310 7.898550 1.057869
13.453202 7.805757 1.223195
13.527094 7.772263 0.989028
13.600985 7.702326 0.981778
13.674877 7.650242 0.842862
13.748768 7.611829 1.017765
13.822660 7.484628 0.958882
13.896552 7.526379 0.971353
13.970443 7.397980 0.888272
14.044335 7.402748 0.987973
14.118227 7.324210 0.825953
14.192118 7.257951 0.854454
14.266010 7.223139 0.990424
14.339901 7.062011 0.835474
14.413793 7.026437 0.979642
14.487685 6.952183 0.898828
14.561576 6.938108 1.032351
14.635468 6.830708 1.035938
14.709360 6.806080 1.048481
14.783251 6.684987 1.011782
14.857143 6.584106 0.883464
14.931034 6.458640 0.978504
15.004926 6.586958 1.073931
15.078818 6.485983 1.022422
15.152709 6.334070 1.002223
15.226601 6.294858 1.031041
15.300493 6.159954 0.986809
15.374384 6.116965 1.042215
15.448276 6.095415 0.935478
15.522167 5.886468 0.990125
15.596059 5.856832 1.046540
15.669951 5.785814 1.037053
15.743842 5.637197 0.898849
15.817734 5.590683 1.089792
15.891626 5.561122 1.193659
15.965517 5.545062 1.129483
16.039409 5.309920 0.970957
16.113300 5.301446 0.983766
16.187192 5.177642 1.136657
16.261084 5.110277 0.932891
16.334975 4.996678 0.887908
16.408867 5.003751 1.077210
16.482759 4.782574 1.170517
16.556650 4.713854 1.048743
16.630542 4.584858 0.949168
16.704433 4.451285 1.016120
16.778325 4.360160 1.025598
16.852217 4.279292 0.961664
16.926108 4.188463 1.076281
